name, latitude, longitude, altitude, timezone
Yonaguni,24.466944,122.977778,70,9
Ninoy Aquino Intl,14.508647,121.019581,75,8
Mary Airport,37.6194,61.8967,728,5
Cotabato,7.165242,124.209619,189,8
Cagayan De Oro,8.415619,124.611219,601,8
Pagadian,7.827197,123.458294,5,8
Tambler,6.058003,125.096033,505,8
Crocodile Camp,-3.070875,39.21943056,400,3
Zamboanga Intl,6.922419,122.059633,33,8
Baguio,16.375103,120.619636,4251,8
Daet,14.129167,122.980181,10,8
Basa Ab,14.986527,120.4925,151,8
Lingayen,16.034786,120.241106,7,8
San Jose,12.361517,121.046639,14,8
Fernando Ab,13.955017,121.124925,1220,8
Mamburao,13.208092,120.60535,13,8
Vigan,17.555331,120.355797,16,8
Baler,15.729836,121.500133,108,8
Kimana,-2.8,37.53333333,3900,3
Solio Ranch Airport,-0.245167,36.8849,6300,3
Kalundborg Flyveplads,55.7001,11.2549,13,1
Bagabag,16.619194,121.252319,820,8
Daniel Z Romualdez,11.227628,125.027758,10,8
Bacolod,10.642511,122.929617,25,8
Gardermoen Airport,60.1939,11.1004,681,1
Dumaguete,9.333714,123.300472,15,8
Caticlan,11.924503,121.95405,7,8
Guiuan,11.035544,125.741594,7,8
Iloilo,10.713044,122.545297,27,8
Kalibo,11.679431,122.376294,14,8
Mactan Cebu Intl,10.307542,123.979439,31,8
Wausau Downtown Airport,44.9262845,-89.6270018,1201,-6
Puerto Princesa,9.742119,118.758731,71,8
Antique,10.766044,121.933439,23,8
Comodoro Pierrestegui,-31.296944,-57.996631,112,-3
Gualeguaychu,-33.010278,-58.613056,75,-3
Junin,-34.545889,-60.930556,262,-3
General Urquiza,-31.794778,-60.480361,243,-3
Rosario,-32.903611,-60.785,85,-3
Sauce Viejo,-31.711666,-60.811668,56,-3
Aeroparque Jorge Newbery,-34.559175,-58.415606,18,-3
Ambrosio L V Taravella,-31.323619,-64.207953,1604,-3
Chamical,-30.345278,-66.29361,1503,-3
San Fernando,-34.453189,-58.589644,10,-3
Mariano Moreno,-34.56065,-58.789564,105,-3
La Plata,-34.972222,-57.894694,72,-3
Moron,-34.676317,-58.642756,95,-3
El Palomar,-34.609939,-58.612592,59,-3
Chos Malal,-37.444692,-70.222469,2788,-3
General Roca,-39.000672,-67.620514,853,-3
El Plumerillo,-32.831717,-68.792856,2310,-3
Malargue,-35.493597,-69.574267,4683,-3
San Rafael,-34.588314,-68.403854,2470,-3
Catamarca,-28.593214,-65.750925,1522,-3
Santiago Del Estero,-27.765617,-64.310122,656,-3
Tinogasta,-28.03775,-67.580314,3968,-3
La Rioja,-29.381636,-66.795839,1436,-3
Chilecito,-29.223888,-67.438889,3099,-3
Teniente Benjamin Matienzo,-26.840861,-65.104944,1495,-3
San Juan,-31.571472,-68.418194,1959,-3
Rio Cuarto Area De Material,-33.085128,-64.261314,1381,-3
Villa Dolores,-31.945183,-65.146283,1915,-3
Laboulaye,-34.135444,-63.36225,449,-3
Marcos Juarez,-32.683639,-62.157792,361,-3
Villa Reynolds,-33.725144,-65.378086,1591,-3
San Luis,-33.273192,-66.356422,2329,-3
Corrientes,-27.445503,-58.761864,203,-3
Resistencia,-27.449986,-59.056125,173,-3
Formosa,-26.212722,-58.228111,194,-3
Cataratas Del Iguazu,-25.737281,-54.473444,916,-3
Paso De Los Libres,-29.689425,-57.152078,230,-3
Monte Caseros,-30.271922,-57.640231,174,-3
Posadas,-27.385839,-55.970728,430,-3
Termal,-26.756519,-60.493103,307,-3
Salta,-24.855978,-65.486169,4088,-3
Jujuy,-24.392778,-65.097778,3019,-3
Oran,-23.152779,-64.32917,1168,-3
La Quiaca,-22.150556,-65.5775,11414,-3
Portage Municipal Airport,43.5603136,-89.4828607,825,-6
Eldorado,-26.397499,-54.574722,685,-3
Goya,-29.099472,-59.250583,125,-3
Obera,-27.518156,-55.124156,1125,-3
Reconquista,-29.210278,-59.68,161,-3
Curuzu Cuatia,-29.770555,-57.978889,229,-3
El Bolson,-41.943189,-71.532289,1131,-3
Comodoro Rivadavia,-45.785347,-67.465508,190,-3
Esquel,-42.90795,-71.139472,2621,-3
Almirante Zar,-43.2105,-65.270319,141,-3
Gobernador Castello,-40.869222,-63.000389,20,-3
El Tehuelche,-42.759161,-65.102725,426,-3
Base Marambio,-64.238335,-56.630833,760,-4
Puerto Deseado,-47.735292,-65.904097,266,-3
Rio Grande,-53.777667,-67.749389,65,-3
Rio Gallegos,-51.608875,-69.312636,61,-3
Ushuaia Malvinas Argentinas,-54.843278,-68.29575,71,-3
San Julian,-49.306775,-67.802589,190,-3
Perito Moreno,-46.537911,-70.978689,1410,-3
Santa Cruz,-50.01655,-68.579197,364,-3
Comandante Espora,-38.724967,-62.169317,246,-3
Coronel Suarez,-37.446111,-61.889297,768,-3
Olavarria,-36.890039,-60.216619,551,-3
General Pico,-35.696183,-63.758286,459,-3
Tres Arroyos,-38.386911,-60.329711,400,-3
Bolivar,-36.186594,-61.076367,308,-3
Gogebic Iron County Airport,46.5274747,-90.1313967,1230,-6
Mar Del Plata,-37.934167,-57.573333,71,-3
Presidente Peron,-38.949,-68.155711,895,-3
Mackinac Island Airport,45.8649344,-84.637344,740,-5
Comodoro P Zanni,-35.844592,-61.857553,278,-3
Santa Rosa,-36.588322,-64.275694,630,-3
San Carlos De Bariloche,-41.151172,-71.157542,2776,-3
Tandil,-37.237392,-59.227922,574,-3
Villa Gesell,-37.235408,-57.029239,32,-3
Cutralco,-38.939683,-69.264642,2133,-3
Aviador C Campos,-40.075383,-71.137294,2569,-3
Conceicao Do Araguaia,-8.348347,-49.301528,653,-3
Campo Delio Jardim De Mattos,-22.875083,-43.384708,110,-3
Amapa,2.077511,-50.858236,45,-3
Araraquara,-21.812,-48.133028,2334,-3
Santa Maria,-10.984,-37.070333,23,-3
Assis,-22.638564,-50.455914,1850,-3
Alta Floresta,-9.866092,-56.106206,947,-4
Aracatuba,-21.141342,-50.424722,1361,-3
Val De Cans Intl,-1.37925,-48.476292,54,-3
Comandante Gustavo Kraemer,-31.390528,-54.112244,600,-3
Pampulha Carlos Drummond De Andrade,-19.851181,-43.950628,2589,-3
Bacacheri,-25.405078,-49.232036,3057,-3
Major Brigadeiro Doorgal Borges,-21.267167,-43.761056,3657,-3
Presidente Juscelino Kubitschek,-15.8711,-47.918625,3479,-3
Bauru,-22.345042,-49.0538,2025,-3
Boa Vista,2.846311,-60.690069,276,-4
Barra Do Garcas,-15.861344,-52.388894,1147,-3
Cascavel,-25.000339,-53.500764,2473,-3
Cachimbo,-9.333936,-54.965422,1762,-4
Tancredo Neves Intl,-19.63375,-43.968856,2715,-3
Campo Grande,-20.468667,-54.6725,1833,-4
Chapeco,-27.134219,-52.656553,2146,-3
Carolina,-7.320444,-47.458667,565,-3
Forquilhinha,-28.725817,-49.424739,93,-3
Canoas,-29.945944,-51.144367,26,-3
Bartolomeu Lisandro,-21.698333,-41.301669,57,-3
Corumba Intl,-19.011931,-57.673053,461,-4
Afonso Pena,-25.528475,-49.175775,2988,-3
Caravelas,-17.652283,-39.253069,36,-3
Campo Dos Bugres,-29.197064,-51.187536,2472,-3
Marechal Rondon,-15.652931,-56.116719,617,-4
Cruzeiro do Sul,-7.599906,-72.769489,637,-5
Presidente Prudente,-22.175056,-51.424639,1477,-3
Eduardo Gomes Intl,-3.038611,-60.049721,264,-4
Jacareacanga,-6.233156,-57.776869,324,-4
Sao Pedro Da Aldeia,-22.812872,-42.092633,61,-3
Cataratas Intl,-25.59615,-54.487206,787,-3
Hercilio Luz,-27.670489,-48.547181,20,-3
Fernando De Noronha,-3.854928,-32.423336,193,-2
Fronteira,-20.278483,-49.187472,1599,-3
Furnas,-20.702817,-46.335264,2413,-3
Pinto Martins Intl,-3.776283,-38.532556,82,-3
Galeao Antonio Carlos Jobim,-22.808903,-43.243647,28,-3
Guajara Mirim,-10.786375,-65.284792,478,-4
Santa Genoveva,-16.632033,-49.220686,2450,-3
Embraer Unidade Gaviao Peixoto,-21.773683,-48.405078,1998,-3
Guarulhos Gov Andre Franco Montouro,-23.432075,-46.469511,2459,-3
Guaratingueta,-22.791608,-45.204778,1761,-3
Altamira,-3.253906,-52.253978,368,-3
Itacoatiara,-3.127256,-58.481186,142,-4
Itaituba,-4.242342,-56.000669,110,-4
Ilheus,-14.815964,-39.033197,15,-3
Usiminas,-19.470722,-42.487583,784,-3
Hidroeletrica,-18.444661,-49.213361,1630,-3
Prefeito Renato Moreira,-5.531292,-47.46005,431,-3
Julio Cesar,-1.414158,-48.460739,52,-3
Francisco De Assis,-21.7915,-43.386778,2989,-3
Presidente Castro Pinto,-7.148381,-34.950681,215,-3
Lauro Carneiro De Loyola,-26.224453,-48.797364,15,-3
Presidente Joao Suassuna,-7.269917,-35.896364,1646,-3
Viracopos,-23.0075,-47.134444,2170,-3
Lages,-27.782142,-50.281486,3065,-3
Lins,-21.664039,-49.730519,1575,-3
Londrina,-23.333625,-51.130072,1867,-3
Bom Jesus Da Lapa,-13.262086,-43.408114,1454,-3
Lagoa Santa,-19.661611,-43.896403,2795,-3
Maraba,-5.368589,-49.138025,357,-3
Monte Dourado,-0.889839,-52.60225,677,-3
Regional De Maringa Silvio Name Junior,-23.476392,-52.016406,1788,-3
Mario Ribeiro,-16.706925,-43.8189,2191,-3
Grand Marais Cook County Airport,47.8383333,-90.3829444,1799,-6
Ponta Pelada,-3.146042,-59.9863,267,-4
Zumbi Dos Palmares,-9.510808,-35.791678,387,-3
Macapa,0.050664,-51.072178,56,-3
Dix Sept Rosado,-5.201919,-37.364347,77,-3
Marte,-23.509119,-46.637753,2368,-3
Manicore,-5.811381,-61.278319,174,-4
Ministro Victor Konder Intl,-26.879999,-48.65139,18,-3
Santo Angelo,-28.281683,-54.169139,1056,-3
Augusto Severo,-5.911417,-35.247717,169,-3
Oiapoque,3.855486,-51.796867,63,-3
Salgado Filho,-29.994428,-51.171428,11,-3
Prefeito Doutor Joao Silva Filho,-2.893747,-41.731961,16,-3
Pocos De Caldas,-21.843014,-46.567917,4135,-3
Lauro Kurtz,-28.243989,-52.326558,2376,-3
Pelotas,-31.718353,-52.327689,59,-3
Senador Nilo Coelho,-9.362411,-40.569097,1263,-3
Porto Nacional,-10.719417,-48.399736,870,-3
Ponta Pora,-22.549639,-55.702614,2156,-4
Governador Jorge Teixeira De Oliveira,-8.709294,-63.902281,294,-4
Porter County Municipal Airport,41.4539722,-87.0070833,770,-5
PlÃ¡cido de Castro,-9.583,-67.4836,633,-5
Guararapes Gilberto Freyre Intl,-8.126794,-34.923039,33,-3
Rio Grande,-32.082617,-52.166542,27,-3
Santos Dumont,-22.910461,-43.163133,11,-3
Leite Lopes,-21.134167,-47.774189,1802,-3
Santa Cruz,-22.93235,-43.719092,10,-3
Professor Urbano Ernesto Stumpf,-23.228172,-45.862739,2120,-3
Marechal Cunha Machado Intl,-2.585361,-44.234139,178,-3
Congonhas,-23.626692,-46.655375,2631,-3
Sao Jose Do Rio Preto,-20.816567,-49.406511,1784,-3
Base Aerea De Santos,-23.925206,-46.2875,10,-3
Deputado Luis Eduardo Magalhaes,-12.910994,-38.331044,64,-3
Trombetas,-1.4896,-56.396803,287,-4
Senador Petronio Portella,-5.059942,-42.823478,219,-3
Tefe,-3.382944,-64.724056,184,-4
Tarauaca,-8.155256,-70.783269,646,-5
Telemaco Borba,-24.317775,-50.651592,2610,-3
Tirios,2.223472,-55.946056,1127,-4
Tabatinga,-4.255669,-69.935828,279,-4
Tucurui,-3.786008,-49.720267,830,-3
Sao Gabriel Da Cachoeira,-0.148419,-66.985589,249,-4
Paulo Afonso,-9.400878,-38.250575,883,-3
Rubem Berta,-29.782178,-57.038189,256,-3
Ten Cel Av Cesar Bombonato,-18.882844,-48.225594,3094,-3
Urubupunga,-20.777067,-51.564761,1169,-3
Uberaba,-19.765,-47.964778,2655,-3
Major Brigadeiro Trompowsky,-21.590067,-45.473342,3028,-3
Vilhena,-12.694375,-60.098269,2018,-4
Goiabeiras,-20.258056,-40.286389,11,-3
Iauarete,0.6075,-69.185837,345,-4
Campo Fontenelle,-21.984561,-47.334764,1968,-3
Chacalluta,-18.348531,-70.338742,167,-4
Balmaceda,-45.916058,-71.689475,1722,-3
El Bosque,-33.5618,-70.6884,1844,-4
Chile Chico,-46.583341,-71.687405,1070,-3
El Loa,-22.498175,-68.903575,7543,-4
General Bernardo O Higgins,-36.582497,-72.031367,495,-4
Carlos Ibanez Del Campo Intl,-53.002642,-70.854586,139,-4
Teniente Vidal,-45.594211,-72.106133,1020,-4
Diego Aracena Intl,-20.535222,-70.181275,155,-4
Arturo Merino Benitez Intl,-33.392975,-70.785803,1555,-4
Cerro Moreno Intl,-23.444478,-70.4451,455,-4
Capitan Fuentes Martinez,-53.2537,-70.319228,104,-4
Futaleufu,-43.189167,-71.851112,1148,-3
Maria Dolores,-37.401731,-72.425444,374,-4
Guardiamarina Zanartu,-54.931072,-67.626261,88,-3
Carriel Sur Intl,-36.77265,-73.063106,26,-4
Mataveri Intl,-27.164792,-109.421831,227,-6
Canal Bajo Carlos Hott Siebert,-40.611208,-73.061042,187,-4
Vallenar,-28.596403,-70.755997,1725,-4
De La Independencia,-34.173694,-70.775694,1446,-4
Teniente Rodolfo Marsh Martin,-62.190833,-58.986667,147,-4
La Florida,-29.916233,-71.199522,481,-4
Eulogio Sanchez,-33.456278,-70.546667,2129,-4
Maquehue,-38.766819,-72.637097,304,-4
El Tepual Intl,-41.438886,-73.093953,294,-4
Chaiten,-42.932808,-72.699114,13,-4
Pichoy,-39.649956,-73.086111,59,-4
Chachoan,-1.212067,-78.574636,8502,-5
Hacienda Clementina,-1.706275,-79.378936,328,-5
Francisco De Orellana,-0.462886,-76.986842,834,-5
Mariscal Lamar,-2.889467,-78.984397,8306,-5
Seymour,-0.453758,-90.265914,207,-6
Jose Joaquin De Olmedo Intl,-2.157419,-79.883558,19,-5
Gualaquiza,-3.423214,-78.566994,2640,-5
Atahualpa,0.338419,-78.136422,7304,-5
Km 192,0.184203,-79.391956,1247,-5
Hacienda La Julia,-1.704381,-79.552261,50,-5
Cotopaxi Intl,-0.906833,-78.615756,9205,-5
Jose Maria Velasco Ibarra,-4.378231,-79.941022,1508,-5
Coronel E Carvajal,-2.299167,-78.12075,3452,-5
General Manuel Serrano,-3.268903,-79.961572,11,-5
Montalvo,-2.067014,-76.975742,960,-5
Eloy Alfaro Intl,-0.946078,-80.678808,48,-5
Maragrosa,-2.851097,-79.803619,18,-5
Amable Calle Gutierrez,-3.319667,-79.769165,22,-5
Reales Tamarindos,-1.041647,-80.472206,130,-5
Quevedo,-0.9894,-79.465114,350,-5
Mariscal Sucre Intl,-0.141144,-78.488214,9228,-5
Chimborazo,-1.653433,-78.656142,9151,-5
Coronel Artilleria Victor Larrea,-3.435161,-79.977817,170,-5
General Ulpiano Paez,-2.204994,-80.988878,18,-5
Santo Domingo Los Colorados,-0.248222,-79.214447,1714,-5
Taura,-2.261036,-79.680169,56,-5
Mayor Galo Torres,-0.986767,-77.819447,1708,-5
Tarapoa,-0.122956,-76.33775,814,-5
Teniente Coronel Luis A Mantilla,0.809506,-77.708056,9649,-5
Silverton,37.812545,-107.662994,9308,-7
Silvio Pettirossi Intl,-25.23985,-57.519133,292,-4
Juan De Ayolas,-27.37065,-56.853944,223,-3
Teniente Col Carmelo Peralta,-23.44175,-57.427122,253,-4
Itaipu,-25.407853,-54.619417,762,-4
Dr Luis Maria Argana Intl,-22.044986,-60.621694,553,-4
Carlos Miguel Gimenez,-26.881467,-58.318036,249,-4
El Eden,4.452775,-75.766447,3990,-5
Tres De Mayo,0.505228,-76.500836,815,-5
Las Flores,9.045542,-73.974931,111,-5
Palonegro,7.1265,-73.184778,3897,-5
Eldorado Intl,4.701594,-74.146947,8361,-5
Ernesto Cortissoz,10.889589,-74.780819,98,-5
Jose Celestino Mutis,6.202917,-77.394675,80,-5
Gerardo Tobar Lopez,3.819628,-76.989767,48,-5
Camilo Daza,7.927567,-72.511547,1096,-5
Rafael Nunez,10.442381,-75.512961,4,-5
Alfonso Bonilla Aragon Intl,3.543222,-76.381583,3162,-5
La Florida,1.814417,-78.749228,8,-5
Las Brujas,9.332742,-75.285594,528,-5
Yariguies,7.024331,-73.8068,412,-5
Gustavo Artunduaga Paredes,1.589189,-75.564372,803,-5
Santiago Vila,4.276242,-74.796692,900,-5
McCarthy Airport,61.4370608,-142.9030737,1531,-8
Juan Casiano,2.570133,-77.8986,164,-5
Guaymaral,4.812333,-74.064919,8390,-5
Perales,4.421608,-75.1333,2999,-5
San Luis,0.861925,-77.671764,9765,-5
Antonio Roldan Betancourt,7.811956,-76.716428,46,-5
La Mina,11.232528,-72.490139,276,-5
Alfredo Vasquez Cobo,-4.193549,-69.943163,277,-5
Olaya Herrera,6.219958,-75.590519,4940,-5
Baracoa,9.284739,-74.846092,178,-5
Los Garzones,8.823744,-75.825831,36,-5
Fabio Alberto Leon Bentley,1.253664,-70.233878,680,-5
La Nubia,5.029597,-75.464708,6871,-5
Benito Salas,2.95015,-75.294,1464,-5
Aguas Claras,8.315061,-73.358331,3850,-5
Otu,7.010369,-74.715497,2060,-5
Puerto Bolivar,12.221483,-71.984817,90,-5
Puerto Carreno,6.184717,-67.493164,177,-5
Matecana,4.812675,-75.739519,4416,-5
Pitalito,1.857769,-76.085719,4212,-5
Guillermo Leon Valencia,2.4544,-76.609319,5687,-5
Antonio Narino,1.396247,-77.291478,5951,-5
El Embrujo,13.356944,-81.35833,10,-5
Mariquita,5.212556,-74.883647,1531,-5
Jose Maria Cordova,6.164536,-75.423119,6955,-5
Almirante Padilla,11.526222,-72.925958,43,-5
Jorge E Gonzalez Torres,2.579694,-72.639358,605,-5
Simon Bolivar,11.11965,-74.230647,22,-5
Gustavo Rojas Pinilla,12.583594,-81.711192,19,-5
Eduardo Falla Solano,2.152175,-74.76635,920,-5
Tame,6.451081,-71.760261,1050,-5
Santiago Perez,7.068881,-70.736925,420,-5
El Carano,5.690758,-76.641181,204,-5
Farfan,4.088358,-76.235133,3132,-5
Alfonso Lopez Pumarejo,10.435042,-73.249506,456,-5
Vanguardia,4.167875,-73.613761,1394,-5
Bermejo,-22.773336,-64.312881,1250,-3
Jorge Wilsterman,-17.421058,-66.177114,8360,-4
Chimore,-16.990019,-65.141533,1000,-4
Heroes Del Acre,-11.040436,-68.782972,892,-4
El Alto Intl,-16.513339,-68.192256,13325,-4
Juan Mendoza,-17.962589,-67.076236,12146,-4
Capitan Nicolas Rojas,-19.543069,-65.723706,12913,-4
Tte De Av Salvador Ogaya G,-18.975281,-57.820586,439,-4
Santa Ana Del Yacuma,-13.762208,-65.435158,472,-4
Juana Azurduy De Padilla,-19.007083,-65.288747,9527,-4
Capitan Oriel Lea Plaza,-21.555736,-64.701325,6084,-4
Tte Av Jorge Henrich Arauz,-14.818739,-64.918019,509,-4
Tcnl Rafael Pabon,-21.255231,-63.405611,1306,-4
Viru Viru Intl,-17.644756,-63.135364,1225,-4
Yacuiba,-21.960925,-63.651669,2116,-3
Johan A Pengel Intl,5.452831,-55.187783,59,-3
Rochambeau,4.819808,-52.360447,26,-3
St Georges De L Oyapock,3.8976,-51.804083,46,-3
Huancabamba,-5.256767,-79.442856,6312,-5
Alferez Vladimir Sara Bauer,-2.796128,-76.466617,728,-5
Atalaya,-10.729117,-73.766503,751,-5
Seward Airport,60.1269383,-149.4188122,22,-8
Iberia,-11.411578,-69.488711,750,-5
Cap Fap David Abenzur Rengifo Intl,-8.377939,-74.574297,513,-5
Teniente Jaime A De Montreuil Morales,-9.149614,-78.52385,69,-5
Puerto Esperanza,-9.768131,-70.706456,725,-5
Cesar Torke Podesta,-17.178961,-70.930803,4480,-5
Capt Jose A Quinones Gonzales Intl,-6.787475,-79.828097,97,-5
Coronel Fap Alfredo Mendivil Duarte,-13.154819,-74.204417,8917,-5
Andahuaylas,-13.706408,-73.350378,11300,-5
Comandante Fap German Arias Graziani,-9.347444,-77.598392,9097,-5
Jorge Chavez Intl,-12.021889,-77.114319,113,-5
Juanjui,-7.1691,-76.728561,1148,-5
Francisco Carle,-11.783144,-75.473394,11034,-5
Juliaca,-15.467103,-70.158169,12552,-5
Michigan City Municipal Airport,41.7033,-86.8211,500,-5
Ilo,-17.695036,-71.343964,72,-5
Las Palmas,-12.160708,-76.998942,250,-5
Pedro Canga,-3.552528,-80.381356,115,-5
Moises Benzaquen Rengifo,-5.893772,-76.118211,587,-5
Collique,-11.9287,-77.061139,410,-5
Chachapoyas,-6.201806,-77.856064,8333,-5
Coronel Francisco Secada Vignetta Intl,-3.784739,-73.308806,306,-5
Rodriguez Ballon,-16.341072,-71.583083,8405,-5
San Ramon,-11.128639,-75.3505,2600,-5
Capitan Carlos Martinez De Pinillos,-8.081411,-79.108761,106,-5
Pisco Intl,-13.744864,-76.220284,39,-5
Cadete Guillermo Del Castillo Paredes,-6.508742,-76.373247,869,-5
Coronel Carlos Ciriani Santa Rosa Intl,-18.053333,-70.275833,1538,-5
Padre Aldamiz,-12.613611,-69.228611,659,-5
Capitan Fap Guillermo Concha Iberico,-5.20575,-80.616444,120,-5
Capitan Montes,-4.576639,-81.254139,282,-5
Niijima Airport,34.366944,139.268611,133,9
Teniente Alejandro Velasco Astete Intl,-13.535722,-71.938781,10860,-5
Angel S Adami,-34.789208,-56.264703,174,-3
Santa Bernardina Intl,-33.358867,-56.499172,305,-3
East Glacier Park Amtrak Station,48.443965,-113.218556,5171,-7
Carrasco Intl,-34.838417,-56.030806,105,-3
Nueva Hesperides Intl,-31.438481,-57.985294,187,-3
Oswaldo Guevara Mujica,9.553422,-69.237536,741,-4
Anaco,9.430225,-64.470725,721,-4
San Fernando De Atabapo,4.051819,-67.701072,298,-4
General Jose Antonio Anzoategui Intl,10.107139,-64.689161,26,-4
Barinas,8.619575,-70.220825,666,-4
El Libertador Ab,10.183375,-67.557319,1450,-4
Barquisimeto Intl,10.042747,-69.358619,2042,-4
Ciudad Bolivar,8.121898,-63.537353,197,-4
Caicara Del Orinoco,7.626078,-66.164917,141,-4
San Carlos,9.647722,-68.574656,512,-4
Calabozo,8.924656,-67.417094,328,-4
Canaima,6.231989,-62.854433,1450,-4
Carora,10.175603,-70.065214,1437,-4
General Jose Francisco Bermudez,10.660014,-63.261681,33,-4
Jose Leonardo Chirinos,11.414867,-69.681656,52,-4
Oscar Machado Zuloaga,10.286589,-66.816219,2145,-4
Antonio Jose De Sucre,10.450333,-64.130472,25,-4
Capitan Manuel Rios Guarico Airbase,9.372167,-66.922989,525,-4
El Dorado,6.715438,-61.639219,318,-4
Elorza,7.059722,-69.496694,295,-4
Guasdualito,7.211081,-70.75645,426,-4
Guiria,10.574078,-62.312667,42,-4
Guanare,9.026944,-69.75515,606,-4
Higuerote,10.462453,-66.092758,10,-4
Andres Miguel Salazar Marcano,10.794406,-63.981589,10,-4
Josefa Camejo,11.780775,-70.151497,75,-4
San Juan De Los Morros,9.906953,-67.379639,1404,-4
La Fria,8.239167,-72.271028,323,-4
La Orchila,11.808822,-66.179214,5,-4
La Chinita Intl,10.558208,-71.727856,235,-4
Alberto Carnevalli,8.582294,-71.161186,5007,-4
Del Caribe Intl Gen Santiago Marino,10.912926,-63.967581,74,-4
Simon Bolivar Intl,10.603117,-66.990583,235,-4
Maturin,9.749067,-63.1534,224,-4
Casique Aramare,5.619992,-67.606103,245,-4
General Bartolome Salom Intl,10.4805,-68.073025,32,-4
Paramillo,7.801317,-72.202847,3314,-4
General Manuel Carlos Piar,8.288528,-62.760361,472,-4
Palmarito,7.575706,-70.174328,347,-4
San Antonio Del Tachira,7.840831,-72.439742,1312,-4
Santa Barbara De Barinas,7.803514,-71.165717,590,-4
Santa Elena De Uairen,4.554722,-61.144922,2939,-4
Mayor Buenaventura Vivas,7.565111,-72.035125,1083,-4
Sub Teniente Nestor Arias,10.278728,-68.755211,761,-4
San Fernando De Apure,7.883317,-67.444025,154,-4
San Tome,8.945147,-64.151083,837,-4
Santa Barbara Del Zulia,8.974425,-71.943014,32,-4
Tucupita,9.088994,-62.094175,105,-4
Tumeremo,7.249381,-61.528933,344,-4
Arturo Michelena Intl,10.149733,-67.9284,1417,-4
Flugplatz Hoexter Holzminden,51.4838,9.2259,855,1
Dr Antonio Nicolas Briceno,9.340797,-70.584089,1893,-4
Valle De La Pascua,9.222028,-65.993583,410,-4
Linden,5.965922,-58.270336,180,-4
Lethem,3.372761,-59.789439,351,-4
V C Bird Intl,17.136749,-61.792667,62,-4
Grantley Adams Intl,13.074603,-59.492456,169,-4
Canefield,15.336719,-61.392211,13,-4
Melville Hall,15.547028,-61.3,73,-4
Le Lamentin,14.591033,-61.003175,16,-4
Grand Case,18.099914,-63.047197,7,-4
Le Raizet,16.265306,-61.531806,36,-4
Point Salines Intl,12.004247,-61.786192,41,-4
Cyril E King,18.337306,-64.973361,23,-4
Henry E Rohlsen,17.701889,-64.798556,74,-4
Rafael Hernandez,18.494861,-67.129444,237,-4
Diego Jimenez Torres,18.308889,-65.661861,64,-4
Fernando Luis Ribas Dominicci,18.456828,-66.098139,10,-4
Eugenio Maria De Hostos,18.255694,-67.148472,28,-4
Mercedita,18.008306,-66.563028,29,-4
Luis Munoz Marin Intl,18.439417,-66.001833,9,-4
Robert L Bradshaw,17.311194,-62.718667,170,-4
Dinslaken Schwarze-Heide,51.3659,6.5155,198,1
