name, latitude, longitude, altitude, timezone
Drake Fld,36.005094,-94.170059,1251,-6
Henry Post Aaf,34.649833,-98.402167,1189,-6
Princeton Muni,45.559868,-93.608217,979,-6
Wright Patterson Afb,39.826111,-84.048332,823,-5
Edward G Pitka Sr,64.736178,-156.937417,152,-9
Chandler Muni,33.269111,-111.811111,1243,-7
Mineral Wells,32.781606,-98.060175,974,-6
Mc Connell Afb,37.621853,-97.268192,1371,-6
New Orleans Nas Jrb,29.825333,-90.035,3,-6
Beaufort Mcas,32.477411,-80.723161,37,-5
Texarkana Rgnl Webb Fld,33.453722,-93.991028,390,-6
Plattsburgh Intl,44.650944,-73.468139,234,-5
Phillips Aaf,39.466219,-76.168808,57,-5
Tucumcari Muni,35.182777,-103.603186,4065,-7
Ted Stevens Anchorage Intl,61.174361,-149.996361,152,-9
Robert Gray Aaf,31.06725,-97.828917,1015,-6
Black Rock,35.083228,-108.791778,6454,-7
Bellingham Intl,48.792694,-122.537528,170,-8
Millington Rgnl Jetport,35.356667,-89.870278,320,-6
Elkins Randolph Co Jennings Randolph,38.889444,-79.857139,1987,-5
Hartford Brainard,41.736722,-72.649444,18,-5
North Central State,41.920764,-71.491381,441,-5
Mobile Rgnl,30.691231,-88.242814,219,-6
Moffett Federal Afld,37.416142,-122.049139,32,-8
Santa Fe Muni,35.617108,-106.089422,6348,-7
Barking Sands Pmrf,22.022833,-159.785,23,-10
Beauregard Rgnl,30.831722,-93.339917,202,-6
Bradshaw Aaf,19.760056,-155.553717,6190,-10
Nogales Intl,31.417722,-110.84789,3955,-7
Macdill Afb,27.849339,-82.521214,14,-5
Scott Afb Midamerica,38.545178,-89.835183,459,-6
Opa Locka,25.907,-80.278389,8,-5
Del Rio Intl,29.374208,-100.927158,1002,-6
Southwest Florida Intl,26.536167,-81.755167,30,-5
King Salmon,58.676778,-156.649278,68,-9
Muir Aaf,40.434811,-76.569411,489,-5
Kapalua,20.962936,-156.673031,256,-10
John F Kennedy Intl,40.639751,-73.778925,13,-5
Homestead Arb,25.48855,-80.383567,6,-5
Riverside Muni,33.951875,-117.445103,818,-8
Sherman Aaf,39.368332,-94.914686,772,-6
Wallops Flight Facility,37.940194,-75.466389,40,-5
Holloman Afb,32.852519,-106.106525,4093,-7
Willow Grove Nas Jrb,40.199833,-75.148167,358,-5
Cheyenne Rgnl Jerry Olson Fld,41.155722,-104.811839,6156,-7
Stockton Metropolitan,37.894167,-121.238306,33,-8
Charleston Afb Intl,32.898647,-80.040528,45,-5
Reno Tahoe Intl,39.499108,-119.768108,4415,-8
Ketchikan Intl,55.355556,-131.71375,88,-9
Willow Run,42.237928,-83.530408,716,-5
Vandenberg Afb,34.737333,-120.584306,369,-8
Birmingham Intl,33.562942,-86.75355,644,-6
Lakehurst Naes,40.033333,-74.353333,103,-5
Eareckson As,52.712275,174.11362,98,-10
Nellis Afb,36.236197,-115.034253,1870,-8
March Arb,33.880711,-117.259453,1535,-8
Modesto City Co Harry Sham,37.625817,-120.954422,97,-8
Sacramento Intl,38.695417,-121.590778,27,-8
Waukegan Rgnl,42.422161,-87.867908,727,-6
City Of Colorado Springs Muni,38.805805,-104.700778,6187,-7
Buffalo Niagara Intl,42.940525,-78.732167,724,-5
Griffing Sandusky,41.433361,-82.652333,580,-5
Snohomish Co,47.906342,-122.281564,606,-8
Mountain Home Afb,43.043603,-115.872431,2996,-7
Cedar City Rgnl,37.700967,-113.098847,5622,-7
Bradley Intl,41.938889,-72.683222,173,-5
Mc Allen Miller Intl,26.175833,-98.238611,107,-6
Norfolk Ns,36.937644,-76.289289,15,-5
Westover Arb Metropolitan,42.194014,-72.534783,241,-5
Lubbock Preston Smith Intl,33.663639,-101.822778,3282,-6
Chicago Ohare Intl,41.978603,-87.904842,668,-6
Boca Raton,26.3785,-80.107694,13,-5
Fairbanks Intl,64.815114,-147.856267,434,-9
Quantico Mcaf,38.501683,-77.305333,11,-5
Cannon Afb,34.382775,-103.322147,4295,-7
Kaneohe Bay Mcaf,21.450453,-157.768,24,-10
Offutt Afb,41.118332,-95.912511,1052,-6
Gulkana,62.154888,-145.456639,1580,-9
Watertown Intl,43.991922,-76.021739,325,-5
Palm Springs Intl,33.829667,-116.506694,477,-8
Rick Husband Amarillo Intl,35.219369,-101.705931,3607,-6
Fort Dodge Rgnl,42.5512,-94.191842,1157,-6
Barksdale Afb,32.50182,-93.662674,166,-6
Forbes Fld,38.950944,-95.663611,1078,-6
Cotulla Lasalle Co,28.456694,-99.220294,474,-6
Wilmington Intl,34.270615,-77.902569,32,-5
Baton Rouge Metro Ryan Fld,30.533167,-91.149639,70,-6
Meridian Nas,32.552083,-88.555557,317,-6
Tyler Pounds Rgnl,32.354139,-95.402386,544,-6
Baltimore Washington Intl,39.175361,-76.668333,146,-5
Hobart Muni,34.991308,-99.051353,1564,-6
Lanai,20.785611,-156.951419,1308,-10
Alexandria Intl,31.3274,-92.549833,89,-6
Condron Aaf,32.341484,-106.40277,3934,-7
Cold Bay,55.206061,-162.725436,96,-9
Tulsa Intl,36.198389,-95.888111,677,-6
Sitka Rocky Gutierrez,57.047138,-135.361611,21,-9
Long Island Mac Arthur,40.79525,-73.100222,99,-5
Minneapolis St Paul Intl,44.881956,-93.221767,841,-6
New Castle,39.678722,-75.606528,79,-5
Unalaska,53.900139,-166.5435,22,-9
Louis Armstrong New Orleans Intl,29.993389,-90.258028,4,-6
Portland Intl Jetport,43.646161,-70.309281,77,-5
Will Rogers World,35.393089,-97.600733,1295,-6
Albany Intl,42.748267,-73.801692,285,-5
Valdez Pioneer Fld,61.133949,-146.248342,118,-9
Langley Afb,37.082881,-76.360547,11,-5
John Wayne Arpt Orange Co,33.675667,-117.868222,56,-8
Columbus Afb,33.643833,-88.443833,219,-6
Kendall Tamiami Executive,25.647889,-80.432777,8,-5
Oceana Nas,36.820703,-76.033542,22,-5
Grissom Arb,40.648094,-86.152119,812,-5
Natrona Co Intl,42.908,-106.464417,5347,-7
Eglin Afb,30.48325,-86.5254,87,-6
Craig Fld,32.343947,-86.987803,166,-6
Key West Intl,24.556111,-81.759556,3,-5
Charlotte Douglas Intl,35.214,-80.943139,748,-5
Mc Carran Intl,36.080056,-115.15225,2141,-8
Orlando Intl,28.429394,-81.308994,96,-5
Florence Rgnl,34.185361,-79.723889,146,-5
Great Falls Intl,47.482,-111.370689,3677,-7
Youngstown Warren Rgnl,41.260736,-80.679097,1196,-5
Ladd Aaf,64.8375,-147.614444,454,-9
Mc Minnville Muni,45.194444,-123.135944,163,-8
Robins Afb,32.640144,-83.59185,294,-5
Suvarnabhumi Intl,13.681108,100.747283,5,7
Andi Jemma,-2.558044,120.324383,164,8
Soroako,-2.531203,121.357639,1388,8
Pongtiku,-3.044736,119.821536,2884,8
Wolter Monginsidi,-4.081608,122.418231,538,8
Maimun Saleh,5.874131,95.339672,393,7
Cibeureum,-7.346603,108.246092,1148,7
Iswahyudi,-7.615767,111.434117,361,7
Abdul Rachman Saleh,-7.926556,112.714514,1726,7
Budiarto,-6.293169,106.5699,151,7
Husein Sastranegara,-6.900625,107.576294,2436,7
Penggung,-6.756144,108.539672,89,7
Adi Sutjipto,-7.788181,110.431758,350,7
Tunggul Wulung,-7.645056,109.033911,69,7
Pondok Cabe,-6.336964,106.764561,200,7
Achmad Yani,-6.971447,110.374122,13,7
Hang Nadim,1.121028,104.118753,126,7
H As Hanandjoeddin,-2.745722,107.754917,164,7
Depati Amir,-2.1622,106.139064,109,7
Kijang,0.922683,104.532311,52,7
Dabo,-0.479189,104.579283,95,7
Syamsudin Noor,-3.442356,114.762553,66,8
Batu Licin,-3.412408,115.995136,3,8
Iskandar,-2.705197,111.673208,75,7
Tjilik Riwut,-2.225128,113.942661,82,7
Militaerlager,46.6166,9.9833,5100,1
Wai Oti,-8.640647,122.236889,115,8
H Hasan Aroeboesman,-8.849294,121.660644,49,8
Satar Tacik,-8.597011,120.477061,3510,8
El Tari,-10.171583,123.671136,335,8
Mutiara Ii,-8.486656,119.88905,66,8
Sepinggan,-1.268272,116.894478,12,8
Juwata,3.326694,117.565569,20,8
Temindung,-0.484531,117.157111,33,8
Tanjung Santan,-0.093215,117.439292,121,8
Selaparang,-8.560708,116.094656,52,8
Muhammad Salahuddin,-8.539647,118.687322,3,8
Krems Langenlois,48.446075,15.631243,1022,-1
Mau Hau,-9.669217,120.302006,33,8
Juanda,-7.379831,112.786858,9,7
Adi Sumarmo Wiryokusumo,-7.516089,110.756892,421,7
Chiang Mai Intl,18.766847,98.962644,1036,7
Chiang Rai Intl,19.952342,99.882928,1280,7
Nakhon Si Thammarat,8.539617,99.944725,13,7
Bali Ngurah Rai,-8.748169,115.167172,14,8
Nakhon Ratchasima,14.949497,102.312736,765,7
Nakhon Phanom,17.383794,104.643022,587,7
Ubon Ratchathani,15.251278,104.870231,406,7
Khon Kaen,16.466628,102.783661,670,7
Sukhothai,17.237992,99.818183,179,7
Eleftherios Venizelos Intl,37.936358,23.944467,308,2
Chubu Centrair Intl,34.858414,136.805408,15,9
Kobe,34.632778,135.223889,22,9
Pullman-Moscow Rgnl,46.743861,-117.109583,2556,-8
Lewiston Nez Perce Co,46.3745,-117.015389,1442,-8
Elmira Corning Rgnl,42.159889,-76.891611,954,-5
Ithaca Tompkins Rgnl,42.491028,-76.458444,1099,-5
Monterey Peninsula,36.587,-121.842944,257,-8
Santa Barbara Muni,34.426211,-119.840372,10,-8
Daytona Beach Intl,29.179917,-81.058056,34,-5
Berlin - Metropolencode,52.31,13.24,34,1
Liepaja Intl,56.5175,21.096944,16,2
Riga Intl,56.923611,23.971111,34,2
Siauliai Intl,55.893886,23.394975,443,2
Barysiai,56.070556,23.558056,270,2
Kaunas Intl,54.963919,24.084778,256,2
S. Darius,54.879792,23.881511,246,2
Palanga Intl,55.973228,21.093856,33,2
Vilnius Intl,54.634133,25.285767,646,2
Pajuostis,55.729444,24.460833,197,2
Erebuni,40.122114,44.464992,2948,4
Stepanavan,41.04845,44.337172,4836,4
Zvartnots,40.147275,44.395881,2838,4
Gyumri,40.750369,43.859342,5000,4
Assab Intl,13.071783,42.645006,46,3
Asmara Intl,15.291853,38.910667,7661,3
Massawa Intl,15.669989,39.370103,194,3
Yasser Arafat Intl,31.246389,34.276111,320,2
Riyan,14.662639,49.375028,54,3
Batumi,41.610278,41.599694,105,2
Kopitnari,42.176653,42.482583,223,4
Tbilisi,41.669167,44.954722,1624,4
Taiz Intl,13.685964,44.139056,4838,3
Hodeidah Intl,14.753,42.976336,41,3
Aden Intl,12.829542,45.028792,7,3
Ataq,14.551322,46.826183,3735,3
Al Ghaidah Intl,16.191667,52.175,134,3
Sanaa Intl,15.476258,44.219739,7216,3
Allgau,47.988758,10.2395,2077,1
Beihan,14.781972,45.720083,3800,3
RK Heliplex,50.2735,-116.14,358,-8
Socotra Intl,12.630672,53.905778,146,3
Al Badie,18.719311,50.836911,908,3
Kapadokya,38.771867,34.53455,3100,2
Ministro Pistarini,-34.822222,-58.535833,67,-3
Erbil Intl,36.237611,43.963158,1341,3
Emerald,-23.5675,148.179167,624,10
Ellinikon International Airport,37.5354,23.4346,68,2
Kansai,34.4347222,135.244167,49,9
Wall Street Heliport,40.701214,-74.009028,7,-5
Tagbilaran,9.66408056,123.853247,38,8
Ilulissat,69.23444,-51.05111,2,-3
Qasigiannguit,68.833336,-51,2,-3
Aasiaat,68.7,-52.75,2,-3
Son Sant Joan,39.55361,2.727778,24,1
Darwin Intl,-12.4083333,130.87266,103,9.5
Surat Thani,9.1325,99.135556,286,7
Bagan Intl,21.17383327,94.9246666,290,6.5
Godofredo P,11.9214999,121.953,20,8
Bimini North Seaplane Base,25.767,-79.25,0,-5
Talkeetna,62.3205,-150.093694,358,-9
Xewkija Heliport,36.027222,14.272778,300,1
Tweed-New Haven Airport,41.26375,-72.886806,14,-5
Asheville Regional Airport,35.436194,-82.541806,2165,-5
Piedmont Triad,36.09775,-79.937306,925,-5
Sioux Falls,43.582014,-96.741914,1429,-6
Ayers Rock,-25.186111,130.975556,1626,9.5
Manchester Regional Airport,42.932556,-71.435667,266,-5
Naples Muni,26.152619,-81.775294,8,-5
Redang,5.76528,103.007,10,8
Louisville International Airport,38.1740858,-85.7364989,501,-5
Charlottesville-Albemarle,38.138639,-78.452861,639,-5
Roanoke Regional,37.325472,-79.975417,1175,-5
Blue Grass,38.0365,-84.605889,979,-5
Evansville Regional,38.036997,-87.532364,418,-6
Albuquerque International Sunport,35.0402222,-106.6091944,5355,-7
Gallatin Field,45.777643,-111.160151,4500,-7
Billings Logan International Airport,45.80921,-108.537654,3652,-7
Bert Mooney Airport,45.954806,-112.497472,5550,-7
Cherry Capital Airport,44.741445,-85.582235,624,-5
Mundo Maya International,16.913819,-89.866383,427,-6
Hancock County - Bar Harbor,44.4497689,-68.3615653,83,-5
Knox County Regional Airport,44.0601111,-69.0992303,56,-5
Jackson Hole Airport,43.60733333,-110.73775,6451,-7
Chicago Rockford International Airport ,42.1953611,-89.0972222,742,-6
Domododevo,55.408611,37.906111,588,4
Phoenix International,18.302897,109.412272,92,8
Milford Sound Airport,-44.67333,167.92333,10,12
East 34th Street Heliport,40.7425,-73.971944,10,-5
Lijiang Airport,26.883333,100.23333,7923,8
Greenville-Spartanburg International,34.895556,-82.218889,964,-5
Cologne Railway,50.9,7.183,100,1
Stuttgart Railway Station,48.783611,9.181667,200,1
Central Illinois Rgnl,40.477111,-88.915917,871,-6
Gulfport-Biloxi,30.407278,-89.070111,28,-6
Kalamazoo,42.234875,-85.552058,874,-5
Toledo,41.586806,-83.807833,684,-5
Fort Wayne,40.978472,-85.195139,815,-5
Decatur,39.834564,-88.865689,682,-6
Cedar Rapids,41.884694,-91.710806,869,-6
LaCrosse Municipal,43.878986,-91.256711,654,-6
Central Wisconsin,44.772726,-89.646635,840,-6
Peoria Regional,40.664203,-89.693258,660,-6
Appleton,44.257526,-88.507576,680,-6
Rochester,43.908283,-92.500014,1317,-6
Champaign,40.03925,-88.278056,754,-6
Manhattan Reigonal,39.140972,-96.670833,1057,-6
Kingscote Airport,-35.713889,137.521389,24,9.5
Hervey Bay Airport,-25.318889,152.880278,60,10
EuroAirport Basel-Mulhouse-Freiburg,47.59,7.529167,885,1
Dali,25.649444,100.319444,6978,8
Jinghong,21.973914,100.759611,1815,8
Mulu,4.048333,114.805,80,8
Sharm El Sheikh Intl,27.977286,34.39495,143,2
Franklin,41.377874,-79.860362,1540,-5
Jomo Kenyatta International,-1.319167,36.9275,5327,3
Seronera,-2.458056,34.8225,5080,3
El Calafate,-50.280322,-72.053103,669,-3
Armidale,-30.528056,151.617222,3556,10
Grand Junction Regional,39.122413,-108.526735,4858,-7
St George Muni,37.090583,-113.593056,2941,-7
David Wayne Hooks Field,30.063746,-95.554276,152,-6
Port O\\'Connor Airfield,28.429977,-96.442859,10,-6
Sarasota Bradenton Intl,27.395444,-82.554389,30,-5
Van Nuys,34.209811,-118.489972,802,-8
Bermuda Intl,32.364042,-64.678703,12,-4
Arthur Dunn Airpark,28.622552,-80.83541,30,-5
Quad City Intl,41.448528,-90.507539,590,-6
Panama City Bay Co Intl,30.212083,-85.682806,20,-6
Honiara International,-9.428,160.054789,28,11
Faa\\'a International,-17.556667,-149.611389,7,-10
Nauru Intl,-0.547458,166.9191,22,12
Funafuti International,-8.525,179.196389,9,12
Tolmachevo,55.012622,82.650656,365,7
Orlando,28,82,340,5.75
Stavns,55.89,10.62,1,1
Xieng Khouang,19.449997,103.158333,3445,7
Phu Bai,16.401499,107.702614,48,7
Bismarck Municipal Airport,46.775842,-100.757931,1661,-6
Telluride,37.953759,-107.90848,9078,-7
Yinchuan,38.481944,106.009167,3600,8
Mae Hong Son,19.301667,97.975,929,7
Rapid City Regional Airport,44.045278,-103.057222,3204,-7
McClellan-Palomar Airport,33.0742,-117.1648,328,-8
Bishop International,42.965424,-83.743629,782,-5
Francisco Bangoy International,7.125522,125.645778,59,8
Madeira,32.697889,-16.774453,192,0
Santarem,-2.422431,-54.792789,198,-4
Sihanoukville,10.579686,103.636828,33,7
Ekati,64.698889,-110.614722,1540,-7
Napier,-39.465833,176.87,6,12
Levuka Airfield,-17.68333,178.83333,11,12
Lhasa-Gonggar,29.297778,90.911944,13136,8
Redding Muni,40.509,-122.293389,504,-8
Mahlon Sweet Fld,44.124583,-123.211972,374,-8
Idaho Falls Rgnl,43.514556,-112.07075,4744,-7
Rogue Valley Intl Medford,42.374228,-122.8735,1335,-8
Kaikoura,-42.416668,173.68333,19,12
Roberts Fld,44.254066,-121.149964,3077,-8
Koromiko,-41.348333,173.955278,60,12
Windhoek Hosea Kutako International Airport ,-22.486667,17.4625,5640,1
Victoria Inner Harbour Airport,48.422778,-123.3875,0,-8
Vancouver Coal Harbour,49.289722,-123.115833,0,-8
Jinan,36.857214,117.215992,76,8
Changzhou,31.941667,119.711667,39,8
Yibin,28.800278,104.544444,1000,8
Roschino,57.189567,65.3243,378,6
Akron Canton Regional Airport,40.9160833,-81.4421944,1228,-5
Huntsville International Airport-Carl T Jones Field,34.6371944,-86.7750556,629,-6
Mid-Ohio Valley Regional Airport,39.3451039,-81.4392031,858,-5
Montgomery Regional Airport ,32.3006389,-86.3939722,221,-6
Tri-Cities Regional Airport,36.4752222,-82.4074167,1519,-5
Barkley Regional Airport,37.0602875,-88.7729583,410,-6
Kurumoch,53.5,50.15,0,4
Ambouli International Airport,11.5472,43.1594,49,3
Meilan,19.934856,110.458961,75,8
Mafia,-7.913889,39.665,60,3
Glacier Park Intl,48.310472,-114.256,2977,-7
Mtemere Airstrip,-7.750933647,38.2032814,60,3
Page Municipal Airport,36.9261,-111.4483,4316,-7
Utila Airport,16.091667,-86.8875,10,-6
Santa Elena Airport,4.55,-61.11667,3585,-4
Mbs Intl,43.532913,-84.079647,668,-5
Greater Binghamton Edwin A Link Fld,42.208689,-75.979839,1636,-5
Baghdad International Airport,33.262539,44.234578,114,3
Nan,18.807914,100.783419,685,7
Roi Et,16.116761,103.773797,451,7
Buri Ram,15.229539,103.253231,590,7
Ranong,9.777622,98.585483,57,7
Trat,12.274572,102.318958,105,7
Blythe Airport,33.619167,-114.716889,399,-8
Al Asad Airbase,33.785608,42.4412,618,3
Al Taqaddum Airbase,33.338053,43.597072,275,3
Balad Southeast Airport,33.940194,44.361583,161,3
Diosdado Macapagal International,15.185833,120.560278,484,8
Sandakan,5.900897,118.059486,46,8
Luang Namtha,20.960556,101.4025,1968,7
Oudomxay,20.6827,101.994,1380,7
Shenyang Taoxian International Airport,41.3824,123.2901,198,8
Dongying Airport,37.2716,118.2819,86,8
John A. Osborne Airport,16.791389,-62.193333,40,1
Petersburg James A. Johnson,56.801667,-132.945278,105,-9
Luoyang Airport,34.41,112.28,210,8
Xuzhou Guanyin Airport,34.16,117.11,140,8
Esfahan Shahid Beheshti Intl,32.750836,51.861267,5059,3.5
Magwe,20.165453,94.941185,275,6.5
Khamti,25.988333,95.674444,6000,6.5
Dalat,11.75,108.367,3156,7
Dong Hoi,17.515,106.590556,50,7
Rach Gia,9.949676,105.133659,7,7
Ca Mau,9.188049,105.174721,50,7
Chu Lai,15.405944,108.705889,10,7
Dong Tac,13.04955,109.333706,20,7
Pai,19.372,98.437,1271,7
Brac,43.285719,16.679719,1776,1
Yaounde Nsimalen,3.722556,11.553269,2278,1
Conakry,9.576889,-13.611961,72,0
Bergrestaurant,46.992094,8.390315,1800,1
Uetliberg,47.36029,8.47805,1800,1
Flugplatz Merzbrueck,50.823194,6.186389,570,1
Baden Airpark,48.7793,8.08048,407,1
Orlando Sanford Intl,28.777639,-81.237489,55,-5
Duong Dong Airport,10.227025,103.967169,23,7
John Murtha Johnstown-Cambria County Airport,40.316111,-78.833889,2284,-5
Lukla,27.687778,86.731389,9100,5.75
Bhojpur,27.14743,87.050819,4000,5.75
Lamidanda,27.253117,86.670044,4100,5.75
Jomsom,28.782222,83.7225,8800,5.75
Manang,28.633,84,11000,5.75
Phaplu,27.517,86.6,7918,5.75
Thamkharka,27.052222,86.861944,6000,5.75
Rumjatar,27.303509,86.55043,4500,5.75
Tulsipur,28.111111,82.294167,2100,5.75
Rukumkot,28.627,82.195,2500,5.75
Jumla,29.274167,82.193333,7700,5.75
Chaurjhari,28,83.833,4000,5.75
Taplejung,27.35,84.667,4000,5.75
Tumling Tar,27.315,87.193333,1700,5.75
Surkhet,28.586,81.636,2400,5.75
Simikot,29.971064,81.818932,9246,5.75
Dolpa,28.985718,82.819145,8200,5.75
Bajhang,29.53896,81.185364,4100,5.75
Dhangarhi,28.753333,80.581944,690,5.75
Muan,34.991389,126.382778,51,9
Astypalaia,36.579886,26.375822,165,2
Ikaria,37.682717,26.347061,79,2
Kalymnos Island,36.963333,26.940556,771,2
Milos,36.696111,24.4775,12,2
Naxos,37.080556,25.368056,10,2
Paros,37.010278,25.127778,121,2
Kastelorizo,36.127777,29.566656,474,2
Marsa Alam Intl,25.557111,34.583711,251,2
Niederrhein,51.602222,6.141944,106,1
Busuanga,12.121458,120.100031,148,8
Butuan,8.951322,125.477972,141,8
Dipolog,8.601261,123.334481,12,8
Laoag Intl,18.178092,120.531522,25,8
Legazpi,13.157064,123.746247,66,8
Ozamis,8.178508,123.841731,75,8
Zweibruecken,49.209445,7.401323,1132,1
Mactan Cebu Intl,10.307542,123.979439,31,8
Sonderlandeplatz Norden-Norddeich,53.632221,7.191389,3,1
Verkehrslandeplatz Juist,53.681572,7.055731,6,1
Aeroporto de Porto Seguro,-16.438611,-39.080833,167,-3
Gounda Airport,9.272222,21.197222,1509,1
Heliport Hotel das Cataratas,-25.684,-54.44024,1000,-3
Iguatu,-6.346639,-39.293777,699,-3
Palmas,-10.241667,-48.35278,774,-3
Caldas Novas,-17.7267,-48.6114,2247,-3
Missoula Intl,46.916306,-114.090556,3205,-7
Blackall,-24.427778,145.428611,928,10
Bundaberg,-24.903889,152.318611,107,10
Grand Canyon National Park Airport,35.9523611,-112.1469722,6609,-7
Sugar Land Regional Airport,29.62225,-95.6565278,82,-6
Hayman Island Airport,-20.066668,148.86667,10,10
Centennial,39.570129,-104.849294,5883,-7
Clovis Muni,34.425139,-103.079278,4216,-6
Fort Stockton Pecos Co,30.915667,-102.916139,3011,-6
Las Vegas Muni,35.654222,-105.142389,6877,-7
West Houston,29.818194,-95.672611,111,-6
La Junta Muni,38.049719,-103.509431,4238,-7
Las Cruces Intl,32.289417,-106.921972,4456,-7
Stephens Co,32.719047,-98.891,1284,-6
Draughon Miller Central Texas Rgnl,31.1525,-97.407778,682,-6
Ozona Muni,30.735281,-101.202972,2381,-6
Hong Kong Kai Tak,22.315365,114.195349,1,8
Athen Helenikon Airport,37.8933,23.7261,69,2
Waikoloa Heliport,19.9136,-155.864,109,-10
Kaadedhdhoo,0.4880555,72.995556,3,5
Aklavik,68.223333,-135.005833,23,-7
Deline,65.1833333,-125.4166667,550,-7
Tulita,64.0833333,-125.5833333,320,-7
Fort Good Hope,66.26666667,-128.65,215,-7
Inuvik Town,66.3676,-133.7594,200,-7
INAWR,68.3676,-133.7594,200,-7
Tanna island,-19.455198,169.22394,3,11
Sun Island,3.485962897,72.80607462,0,5
Paulatuk,62.35,-124.3333,50,-7
Nicholson Peninsula,69.917,-128.95,1,-7
Santa Cruz,-17.8,-63.166667,1224,-4
Kulusuk,65.566667,-37.1166667,112,-2
Juancho E. Yrausquin,17.645278,-63.220556,60,-4
Eagle Co Rgnl,39.642556,-106.917694,6540,-7
Stapleton,39.779255,-104.88184,5333,-7
Skagen,68.580833,15.026111,11,1
Cuyahoga County,41.565124,-81.4863555,879,-5
Mansfield Lahm Regional,40.8214167,-82.5166389,1297,-5
Columbus Metropolitan Airport,32.5163333,-84.9388611,397,-5
Lawton-Fort Sill Regional Airport,34.5677144,-98.4166367,1110,-6
Fort Collins Loveland Muni,40.451828,-105.011336,5016,-7
Gouvia Marina,39.648682,19.855771,0,2
Paxos Marina,39.202676,20.187968,0,2
Flagstaff Pulliam Airport,35.140318,-111.6692392,7015,-7
Lake Tahoe Airport,38.893889,-119.995278,8544,-8
Magic Valley Regional Airport,42.481803,-114.487733,4151,-7
Monaco,43.73333333,7.41666666,0,1
Martha\\'s Vineyard,41.391667,-70.615278,67,-5
Newport State,41.533056,-71.282222,172,-5
Hartness State,43.343333,-72.517222,577,-5
Concord Municipal,43.20267,-71.50233,342,-5
Sanford Regional,43.39383,-70.708,244,-5
Groton New London,41.330056,-72.045139,9,-5
Saint Cloud Regional Airport,45.546556,-94.059889,1031,-6
Bagan,24,96,0,6.5
Golden Triangle Regional Airport,33.450333,-88.591361,264,-6
Nizhny Novgorod,56.230119,43.784042,256,4
Bowerman Field,46.9711944,-123.9365556,18,-8
Erie Intl Tom Ridge Fld,42.082022,-80.176217,733,-5
Conrad Maldives Resort,3.5833,72.7167,0,5
Barnstable Muni Boardman Polando Fld,41.669336,-70.280356,55,-5
San Pedro,17.913936,-87.971075,4,-6
Sedona,34.848628,-111.788472,4830,-7
Dry Tortugas,24.62,-82.87,5,-6
Dry Tortugas,24.62,24.62,5,1
Dry Tortugas,24.628,82.873,5,5.5
Morgantown Muni Walter L Bill Hart Fld,39.642908,-79.916314,1248,-5
Yeager,38.373147,-81.593189,981,-5
Wilkes Barre Scranton Intl,41.338478,-75.723403,962,-5
Bemidji Regional Airport,47.510722,-94.934722,1391,-6
Heydar Aliyev,40.4675,50.046667,10,4
Thangool,-24.493889,150.576111,644,10
Fagali\\'i,-13.84861111,-171.7408333,25,-11
Ballina Byron Gateway,-28.833889,153.5625,7,10
Hector International Airport,46.92065,-96.8157639,902,-6
Downtown,39.1275,-94.598889,759,-6
Phoenix-Mesa Gateway,33.307833,-111.655,1382,-7
Ratanakiri,13.73,106.987,0,7
Gillette-Campbell County Airport,44.3489167,-105.5393611,4365,-7
Tomsk Bogashevo Airport,56.380278,85.208333,597,8
El Toro,33.676132,-117.731164,383,-8
Phetchabun,16.676028,101.195108,450,7
Chumphon,10.7112,99.361706,18,7
Jiuzhaigou Huanglong,32.857,103.683,11311,8
Wai Sha Airport,23.4,116.683,0,8
Les Ailerons,0,0,302,0
Cheddi Jagan Intl,6.498553,-58.254119,95,-4
Ciudad del Este,-25.4555,-54.843592,846,-4
Ogle,6.806944,-58.104444,10,-4
Kaieteur,5.167,-59.483,750,-4
Dunhuang Airport,40.094,94.4818,3688,8
Falconara,43.616389,13.362222,10,1
Samjiyon,41.542301,128.243571,4410,9
El Calafate,11,11,1,1
Copiapo,-27,-70,1000,-4
Taba Intl,29.587778,34.778056,2415,2
Edward Bodden Airfield,19.65916667,-80.09083333,1,-5
Bodrum - Milas,37.82,28.204,19,2
7 Novembre,36.978333,8.876389,0,1
Sabiha Gokcen,40.898553,29.309219,312,2
University Park Airport,40.849278,-77.848694,1239,-5
Broome,-17.8,122.2,56,8
Newcastle Airport,-32.78,151.83,31,10
Bakki Airport,63.55805,-20.14833,45,0
Woerthersee International Airport,46.642514,14.337739,452,1
General Manuel Carlos Piar,8.288527,-62.760361,472,-4
Flugplatz Hoepen,53.1167,9.8,267,1
Hammerfest Airport,70.679722,23.668889,799,1
Valan,70.99,25.83,46,1
Airport,71.029722,27.826667,41,1
Airport,70.065,29.844,127,1
Riem,48.137778,11.690278,1487,1
Imam Khomeini,35,51,3305,3.5
Mashhad,36,59,3263,3.5
Egelsbach,49.9608,8.64361,384,1
Ust-Ilimsk,58.08,108.08,0,9
Mudanjiang,44.523889,129.568889,883,8
Key Field,32.332624,-88.751868,297,-6
Abraham Lincoln Capital,39.8441,-89.677889,597,-6
Uzundzhovo,41.976375,25.589817,160,2
Cortez Muni,37.303,-108.628056,5918,-7
Yampa Valley,40.481181,-107.21766,6602,-7
Gallup Muni,35.511058,-108.789308,6472,-7
